 Source Port, Destination Port, Protocol, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Fwd Packet Length Min,Bwd Packet Length Max, Flow IAT Mean, Flow IAT Std, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Min, Fwd Header Length, Bwd Header Length, Bwd Packets/s, Init_Win_bytes_backward, NFlow Packets/s
783,26259,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
759,9809,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
5743,55699,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
47476,5597,17,110869,3,0,1544.0,383.0,0.0,36956.33333333333,64010.24699478463,0.0,110869.0,36956.33333333333,0.0,-4,0,0.0,-1,-0.9172262757987596
62468,24026,17,3000948,3,0,2064.0,516.0,0.0,1000316.0,1732596.4035732616,1.0,3000948.0,1000316.0,1.0,-2125437910,0,0.0,-1,-0.9172630510605946
24283,2531,4,51,2,0,12.0,4.0,0.0,51.0,0.0,51.0,51.0,51.0,51.0,40,0,0.0,-1,-0.8757581171827272
51833,5019,17,218509,6,0,2088.0,321.0,0.0,43701.8,59840.53356797548,0.0,218509.0,43701.8,0.0,120,0,0.0,-1,-0.9172353990883289
36468,10683,17,108918,4,0,1398.0,330.0,0.0,36306.0,62882.10456878808,1.0,108918.0,36306.0,1.0,80,0,0.0,-1,-0.9172255917892482
628,15602,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
47633,21803,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
20353,25250,4,3,2,0,12.0,4.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,40,0,0.0,-1,-0.211656602818213
3000,49701,6,12621,1,1,0.0,0.0,0.0,12621.0,0.0,12621.0,0.0,0.0,0.0,20,20,79.23302432453846,2051,-0.9170967394965392
679,37342,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
54936,61725,17,107458,4,0,1438.0,330.0,0.0,35819.33333333333,62039.17317577124,1.0,107458.0,35819.33333333333,1.0,80,0,0.0,-1,-0.9172250636735172
57020,3000,6,12633578,1,1,0.0,0.0,0.0,12633578.0,0.0,12633578.0,0.0,0.0,0.0,20,20,0.0791541398644152,511,-0.91726429427516
607,63180,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
48560,61152,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
49367,26722,17,214605,6,0,2088.0,321.0,0.0,42921.0,58807.76319925798,1.0,214605.0,42921.0,1.0,56,0,0.0,-1,-0.9172348703916746
13957,27201,17,3002226,3,0,2064.0,516.0,0.0,1000742.0,1733334.257217286,1.0,3002226.0,1000742.0,1.0,62,0,0.0,-1,-0.917263051661137
59869,32098,17,45,2,0,750.0,375.0,0.0,45.0,0.0,45.0,45.0,45.0,45.0,16,0,0.0,-1,-0.8702239378963562
40010,80,6,262,0,2,0.0,0.0,0.0,262.0,0.0,262.0,0.0,0.0,0.0,0,64,7633.587786259542,108,-0.9091849825288416
585,39918,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
600,24026,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
62492,6471,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
49793,29545,17,214196,4,0,2088.0,321.0,0.0,42839.2,58662.96366277448,1.0,214196.0,42839.2,1.0,48,0,0.0,-1,-0.9172348138878256
3000,54081,6,10507517,3,5,451.0,0.0,311.0,1501073.857142857,3899335.459747103,0.0,133787.0,66893.5,55141.0,72,112,0.4758498130433669,511,-0.9172636559984269
648,4813,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
3000,52901,6,50922894,3,5,479.0,0.0,443.0,7274699.142857143,17126334.68442935,315.0,5033545.0,2516772.5,32551.0,72,112,0.098187663882575,511,-0.9172642955537398
62534,1856,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
641,9436,17,2,2,0,422.0,211.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,16,0,0.0,-1,0.1411473266879352
3000,52500,6,90888,1,1,0.0,0.0,0.0,90888.0,0.0,90888.0,0.0,0.0,0.0,20,20,11.002552592201392,4099,-0.9172411713677746
60385,16064,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
49798,53941,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
648,60376,17,1,2,0,494.0,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
902,48656,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,64,0,0.0,-1,1.1995591152063798
853,18142,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
5845,26540,17,0,2,0,1032.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,-1,1.6017995368153533e-15
60780,3000,6,116181320,39,41,39.0,1.0,1.0,1470649.62,1779832.88,39955.0,113000000.0,2977268.184,987523.0,780,820,0.352896662,2051,-0.9172637330305352
39893,7479,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
64143,3000,6,10462,1,1,0.0,0.0,451.0,10462.0,0.0,10462.0,0.0,0.0,0.0,20,20,95.58401835213152,2051,-0.9170621273268736
825,62443,17,1,2,0,494.0,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
60691,6744,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
42561,4038,4,102,2,2,12.0,4.0,4.0,34.0,56.29387178015028,1.0,1.0,1.0,1.0,40,40,19607.843137254906,0,-0.8757581171827272
48411,46284,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
62696,32015,17,3001593,3,0,2064.0,516.0,0.0,1000531.0,1732968.7944968888,1.0,3001593.0,1000531.0,1.0,40,0,0.0,-1,-0.9172630513637492
35903,1670,17,989145,20,0,7242.0,321.0,0.0,52060.263157894726,56380.90864807391,1.0,989145.0,52060.263157894726,1.0,320,0,0.0,-1,-0.9172430612918924
57735,18650,17,108785,4,0,1398.0,330.0,0.0,36261.66666666667,62805.31698298588,1.0,108785.0,36261.66666666667,1.0,80,0,0.0,-1,-0.9172255442669291
657,1711,17,1,2,0,422.0,211.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
39858,18396,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,64,0,0.0,-1,1.1995591152063798
60996,29828,17,107026,4,0,1398.0,330.0,0.0,35675.33333333333,61748.19330420392,1.0,107026.0,35675.33333333333,1.0,80,0,0.0,-1,-0.9172249046467028
45572,42477,17,109443,3,0,1398.0,330.0,0.0,36481.0,63185.213460112645,1.0,109443.0,36481.0,1.0,32,0,0.0,-1,-0.9172257782495212
56183,23269,17,210884,6,0,2088.0,321.0,0.0,42176.8,57839.5560425562,1.0,210884.0,42176.8,1.0,120,0,0.0,-1,-0.9172343482574972
773,31123,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
648,27503,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
46774,27086,17,213852,6,0,2088.0,321.0,0.0,42770.4,58604.67141619344,1.0,213852.0,42770.4,1.0,830,0,0.0,-1,-0.9172347661964676
845,19662,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
65236,4820,4,27552556,3,2,24.0,4.0,4.0,5510511.2,12321820.055300117,0.0,27552556.0,9184185.333333332,0.0,80,40,0.0725885467758417,0,-0.9172642313447884
766,39374,17,1,2,0,422.0,211.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2,0,0.0,-1,1.1995591152063798
56977,51360,17,108517,3,0,1438.0,330.0,0.0,36172.33333333333,62650.58711084304,1.0,108517.0,36172.33333333333,1.0,0,0,0.0,-1,-0.9172254481538128
701,39053,17,49,2,0,458.0,229.0,0.0,49.0,0.0,49.0,49.0,49.0,49.0,-2125437944,0,0.0,-1,-0.8740639806664912
38141,32190,17,108930,4,0,1398.0,330.0,0.0,36310.0,62889.03277201836,1.0,108930.0,36310.0,1.0,80,0,0.0,-1,-0.9172255960712687
62648,26900,17,3000251,3,0,2064.0,516.0,0.0,1000083.6666666667,1732159.3495349474,1.0,3000251.0,1000083.6666666667,1.0,80,0,0.0,-1,-0.9172630507328532
3000,64848,6,85933,1,1,0.0,0.0,0.0,85933.0,0.0,85933.0,0.0,0.0,0.0,20,20,11.63697299058569,2051,-0.9172398284117176
62635,60763,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
48273,56484,17,104488,4,0,1438.0,330.0,0.0,34829.33333333333,60282.87804454374,2.0,104488.0,34829.33333333333,2.0,104,0,0.0,-1,-0.9172239438078266
58531,3000,6,118356210,43,45,43.0,1.0,1.0,1360416.207,1650417.276,40460.0,117000000.0,2792829.476,946035.0,860,900,0.380208187,2051,-0.9172636748820476
36451,34874,17,8275,16,0,4972.0,274.0,0.0,551.6666666666666,1313.0925691808995,1.0,8275.0,551.6666666666666,1.0,320,0,0.0,-1,-0.915217985864794
61080,3000,6,628824,3,4,371.0,0.0,451.0,104804.0,231857.6048189923,190.0,625504.0,312752.0,2863.0,60,104,6.361080365889342,2051,-0.917252679706227
51277,8368,17,107797,3,0,1398.0,330.0,0.0,35932.33333333333,62236.62696783409,0.0,107797.0,35932.33333333333,0.0,0,0,0.0,-1,-0.9172251875728392
648,584,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
26844,18595,4,2,2,0,12.0,4.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40,0,0.0,-1,0.1411473266879352
45735,56623,17,107313,4,0,1438.0,330.0,0.0,35771.0,61955.45738673874,1.0,107313.0,35771.0,1.0,80,0,0.0,-1,-0.917225010439214
44888,47451,17,217737,6,0,2088.0,321.0,0.0,43547.4,59632.68314691197,1.0,217737.0,43547.4,1.0,120,0,0.0,-1,-0.917235296044579
49488,443,6,3222247,9,10,1640.0,0.0,146.0,179013.72222222225,693274.589149274,0.0,228351.0,28543.875,113.0,180,224,3.1034244115984904,118,-0.9172582208986436
53884,19851,17,48,2,0,766.0,383.0,0.0,48.0,0.0,48.0,48.0,48.0,48.0,40,0,0.0,-1,-0.8731639706422408
46245,28100,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
35108,35066,17,107917,3,0,1438.0,330.0,0.0,35972.33333333333,62262.61197808308,2.0,107917.0,35972.33333333333,2.0,80,0,0.0,-1,-0.9172252312444658
41813,1706,17,107386,4,0,1438.0,330.0,0.0,35795.33333333333,61997.60395638957,1.0,107386.0,35795.33333333333,1.0,1426,0,0.0,-1,-0.9172250372579016
577,38990,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
675,20415,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
61850,57787,17,1,2,0,884.0,442.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
39623,42074,17,67,2,0,766.0,383.0,0.0,67.0,0.0,67.0,67.0,67.0,67.0,40,0,0.0,-1,-0.8856700800836901
52933,3000,6,17678426,1,1,0.0,0.0,0.0,17678426.0,0.0,17678426.0,0.0,0.0,0.0,20,20,0.056566121893431,511,-0.9172643420900088
56012,4158,17,217306,4,0,2088.0,321.0,0.0,43461.2,59497.87687556591,1.0,217306.0,43461.2,1.0,0,0,0.0,-1,-0.9172352381977928
667,3069,17,1,2,0,424.0,212.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
535,41000,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
36711,14247,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
654,21115,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
648,47859,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
648,15425,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
57549,3000,6,731189,3,4,351.0,0.0,451.0,121864.83333333331,272159.45855502924,154.0,728103.0,364051.5,4000.0,60,104,5.470541816137825,2051,-0.9172543291801007
900,8251,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40,0,0.0,-1,0.1411473266879352
36758,27276,17,1,2,0,1032.0,516.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
51130,24782,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
548,55160,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
579,6577,17,2,2,0,458.0,229.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40,0,0.0,-1,0.1411473266879352
63097,25519,17,2,2,0,1032.0,516.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
900,65031,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
52957,3000,6,7691,1,1,0.0,0.0,451.0,7691.0,0.0,7691.0,0.0,0.0,0.0,20,20,130.0221037576388,2051,-0.9169892279757392
839,13041,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
908,46394,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
49264,3000,6,5041004,3,4,409.0,0.0,479.0,840167.3333333334,2016961.437299848,69.0,81469.0,40734.5,29367.0,60,104,0.7934927248619521,4098,-0.9172629921069146
940,5958,17,49,2,0,458.0,229.0,0.0,49.0,0.0,49.0,49.0,49.0,49.0,16,0,0.0,-1,-0.8740639806664912
648,23193,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
20129,2135,17,3004567,3,0,2064.0,516.0,0.0,1001522.3333333333,1734685.8341974588,1.0,3004567.0,1001522.3333333333,1.0,40,0,0.0,-1,-0.9172630527598664
26496,4057,4,47,2,0,12.0,4.0,0.0,47.0,0.0,47.0,47.0,47.0,47.0,40,0,0.0,-1,-0.8722256623190862
804,8941,17,48,2,0,458.0,229.0,0.0,48.0,0.0,48.0,48.0,48.0,48.0,16,0,0.0,-1,-0.8731639706422408
705,19891,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
40057,32537,17,109092,4,0,1438.0,330.0,0.0,36364.0,62981.697492208,1.0,109092.0,36364.0,1.0,32,0,0.0,-1,-0.917225653786344
49525,37918,17,108321,4,0,1438.0,330.0,0.0,36107.0,62537.426458081885,1.0,108321.0,36107.0,1.0,56,0,0.0,-1,-0.9172253775610318
580,46144,17,2001863,3,0,2064.0,516.0,0.0,667287.6666666667,1155774.4098799443,1.0,2001863.0,667287.6666666667,1.0,80,0,0.0,-1,-0.9172623469769184
54402,51510,17,105808,3,0,1438.0,330.0,0.0,35269.33333333333,61086.54523160835,1.0,105808.0,35269.33333333333,1.0,80,0,0.0,-1,-0.9172244492874684
3000,62625,6,11767744,3,4,451.0,0.0,331.0,1961290.6666666665,4800447.21644168,132.0,7405.0,3702.5,132.0,72,92,0.3399122210680314,513,-0.9172638322380812
794,51698,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
995,13353,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,-2125437944,0,0.0,-1,1.1995591152063798
48082,80,6,924,1,1,0.0,0.0,0.0,924.0,0.0,924.0,0.0,0.0,0.0,32,32,1082.2510822510822,501,-0.9149735272233266
56994,3000,6,10469710,1,1,0.0,0.0,0.0,10469710.0,0.0,10469710.0,0.0,0.0,0.0,20,20,0.0955136293173354,511,-0.9172642596450068
921,10672,17,0,2,0,458.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0.0,-1,1.6017995368153533e-15
3000,59349,6,76317,1,1,0.0,0.0,0.0,76317.0,0.0,76317.0,0.0,0.0,0.0,20,20,13.103240431358676,2051,-0.9172367245822288
863,51944,17,49,2,0,458.0,229.0,0.0,49.0,0.0,49.0,49.0,49.0,49.0,16,0,0.0,-1,-0.8740639806664912
3000,54888,6,24730,1,1,0.0,0.0,0.0,24730.0,0.0,24730.0,0.0,0.0,0.0,20,20,40.43671653861707,2051,-0.9171788644355624
37960,36364,17,1,2,0,766.0,383.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
59076,3000,6,700524,3,4,311.0,0.0,451.0,116754.0,256029.0975252617,412.0,691197.0,345598.5,9074.0,60,104,5.710011362922612,2051,-0.917253885629666
10907,34806,4,51,2,0,12.0,4.0,0.0,51.0,0.0,51.0,51.0,51.0,51.0,40,0,0.0,-1,-0.8757581171827272
54361,50529,17,2,2,0,642.0,321.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,16,0,0.0,-1,0.1411473266879352
739,65109,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,-2125437944,0,0.0,-1,0.1411473266879352
52665,27037,17,217369,6,0,2088.0,321.0,0.0,43473.8,59535.96200364952,1.0,217369.0,43473.8,1.0,96,0,0.0,-1,-0.9172352466676704
33333,53001,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
46639,56139,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
648,63888,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
19068,16344,4,46,2,0,12.0,4.0,0.0,46.0,0.0,46.0,46.0,46.0,46.0,40,0,0.0,-1,-0.8712465579818813
1021,13637,17,1,2,0,422.0,211.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
710,62487,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
3000,60880,6,12000,1,1,0.0,0.0,0.0,12000.0,0.0,12000.0,0.0,0.0,0.0,20,20,83.33333333333333,4098,-0.9170880598657564
704,24515,17,2,2,0,2848.0,1424.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,40,0,0.0,-1,0.1411473266879352
736,56705,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
56230,80,6,303,0,2,0.0,0.0,0.0,303.0,0.0,303.0,0.0,0.0,0.0,0,64,6600.660066006601,108,-0.9102782454046452
1011,24122,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
3000,53452,6,49035,1,1,0.0,0.0,0.0,49035.0,0.0,49035.0,0.0,0.0,0.0,20,20,20.39359641072703,2051,-0.9172212921848064
756,57813,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
684,3628,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
857,4947,17,0,2,0,458.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0.0,-1,1.6017995368153533e-15
1004,21781,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
3000,65378,6,10467163,3,5,451.0,0.0,364.0,1495309.0,3823172.539315745,575.0,296953.0,148476.5,45487.0,72,112,0.4776843543947868,511,-0.9172636528917064
33609,5577,17,46,2,0,766.0,383.0,0.0,46.0,0.0,46.0,46.0,46.0,46.0,0,0,0.0,-1,-0.8712465579818813
44526,22220,4,111,2,2,12.0,4.0,4.0,37.0,62.353829072479584,1.0,1.0,1.0,1.0,40,40,18018.01801801801,0,-0.8791234964784933
59668,1553,17,215285,6,0,2088.0,321.0,0.0,43057.0,58954.6940158288,1.0,215285.0,43057.0,1.0,120,0,0.0,-1,-0.9172349638593033
47777,21565,4,110,2,2,12.0,4.0,4.0,36.66666666666667,62.64449962553242,0.0,1.0,1.0,1.0,40,40,18181.81818181818,0,-0.8787767604298387
3000,58966,6,6500,1,1,0.0,0.0,0.0,6500.0,0.0,6500.0,0.0,0.0,0.0,20,20,153.84615384615384,2051,-0.9169387966648114
648,13366,17,1,2,0,494.0,247.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
935,49112,17,48,2,0,458.0,229.0,0.0,48.0,0.0,48.0,48.0,48.0,48.0,40,0,0.0,-1,-0.8731639706422408
763,44082,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
49163,14048,17,768521,16,0,5698.0,321.0,0.0,51234.73333333333,56696.84776758715,1.0,768521.0,51234.73333333333,1.0,128,0,0.0,-1,-0.9172424265333394
3000,50863,6,44772818,3,5,479.0,0.0,435.0,6396116.857142857,14816401.078365237,86.0,5036541.0,2518270.5,35786.0,72,112,0.1116749006059882,511,-0.9172642727136592
54448,3000,6,119421661,3,3,316.0,0.0,0.0,23884332.200000003,53378105.46804133,1561.0,12251.0,6125.5,1561.0,72,72,0.0251210707913365,2051,-0.9172644086536345
578,32271,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
896,49543,17,2,2,0,2944.0,1472.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
46225,47507,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
676,45394,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
59330,3000,6,116148631,36,38,36.0,1.0,1.0,1591077.137,1798221.162,40039.0,111000000.0,3174230.771,998781.0,720,760,0.327167007,2050,-0.9172637875008024
3000,52758,6,72624,1,1,0.0,0.0,0.0,72624.0,0.0,72624.0,0.0,0.0,0.0,20,20,13.769552764926196,2051,-0.9172353141165712
13053,46539,4,1,2,0,12.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
821,11564,17,49,2,0,458.0,229.0,0.0,49.0,0.0,49.0,49.0,49.0,49.0,458,0,0.0,-1,-0.8740639806664912
587,44354,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,16,0,0.0,-1,1.1995591152063798
57142,29626,17,1,2,0,802.0,401.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
978,23237,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
3000,52621,6,23481,1,1,0.0,0.0,0.0,23481.0,0.0,23481.0,0.0,0.0,0.0,20,20,42.58762403645501,2051,-0.917174311343859
36339,6378,17,0,2,0,802.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,0.0,-1,1.6017995368153533e-15
638,14516,17,1,2,0,2944.0,1472.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,40,0,0.0,-1,1.1995591152063798
27539,30358,4,113,2,2,12.0,4.0,4.0,37.66666666666667,65.24058041842771,0.0,0.0,0.0,0.0,40,40,17699.115044247792,0,-0.8797985578121573
553,22187,17,0,2,0,2944.0,1472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0.0,-1,1.6017995368153533e-15
673,26019,17,1,2,0,2896.0,1448.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
757,8916,17,1,2,0,458.0,229.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,-1,1.1995591152063798
3000,57676,6,23209,1,1,0.0,0.0,0.0,23209.0,0.0,23209.0,0.0,0.0,0.0,20,20,43.08673359472618,2051,-0.9171732548169784
53663,56884,17,218688,4,0,2088.0,321.0,0.0,43737.6,59892.42023662093,1.0,218688.0,43737.6,1.0,120,0,0.0,-1,-0.917235422876698
17057,24681,4,99,2,2,12.0,4.0,4.0,33.0,55.42562584220408,1.0,1.0,1.0,1.0,40,40,20202.020202020205,0,-0.8745003491630975
56939,29446,17,1,2,0,750.0,375.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28,0,0.0,-1,1.1995591152063798
39522,80,6,166,1,1,0.0,0.0,0.0,166.0,0.0,166.0,0.0,0.0,0.0,32,32,6024.096385542169,501,-0.904512512571251
41547,2056,4,102,2,2,12.0,4.0,4.0,34.0,57.15767664977295,1.0,1.0,1.0,1.0,40,40,19607.843137254906,0,-0.8757581171827272
53280,45799,17,107179,4,0,1398.0,330.0,0.0,35726.33333333333,61878.092450667325,1.0,107179.0,35726.33333333333,1.0,56,0,0.0,-1,-0.9172249611153124
11894,11894,4,28126692,4,0,36.0,4.0,0.0,5625338.4,7833227.204211447,0.0,28126692.0,5625338.4,0.0,120,0,0.0,-1,-0.9172642360495774
33258,5187,17,218104,4,0,2088.0,321.0,0.0,43620.8,59728.80141690437,1.0,218104.0,43620.8,1.0,84,0,0.0,-1,-0.9172353451213654
719,26662,17,2,2,0,2928.0,1464.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0,0,0.0,-1,0.1411473266879352
